player_name,decision_type,round_id,target_card,played_cards,remaining_cards,is_bluffing,bluff_type,challenged_player,was_challenged,challenge_success,observed_player,confidence
Gemini,challenge,1,,,,,,Claude,False,,,0.5
Gemini,challenge,1,,,,,,Claude,True,True,,0.5
Gemini,challenge,1,,,,,,Claude,True,False,,0.5
Gemini,challenge,1,,,,,,Claude,False,,,0.5
Gemini,challenge,1,,,,,,Claude,False,,,0.5
Gemini,challenge,1,,,,,,Claude,False,,,0.6
Gemini,challenge,1,,,,,,Claude,False,,,0.5
Gemini,challenge,1,,,,,,Claude,False,,,0.5
Gemini,challenge,1,,,,,,Claude,False,,,0.5
Gemini,play,1,Q,Q,"K,A,Joker,Q",False,诚实,,,,,0.5
Gemini,play,1,K,K,"Q,A,Q,Q",False,诚实,,,,,0.5
Gemini,play,1,K,K,"Q,A,A,K",False,诚实,,,,,0.5
Gemini,play,1,K,K,"Q,A,A",False,诚实,,,,,0.5
Gemini,play,1,A,A,"K,Q,A,Q",False,诚实,,,,,0.5
Gemini,play,1,Q,Q,"A,A,Q,Q",False,诚实,,,,,0.5
Gemini,play,1,Q,Q,"A,A,K,K",False,诚实,,,,,0.5
Gemini,play,1,A,K,"Q,Q,K,K",True,纯虚张,,,,,0.5
Gemini,challenge,2,,,,,,Claude,False,,,0.8
Gemini,challenge,2,,,,,,Claude,True,False,,0.8
Gemini,challenge,2,,,,,,Claude,True,False,,0.5
Gemini,challenge,2,,,,,,Claude,False,,,0.3
Gemini,challenge,2,,,,,,Claude,False,,,0.5
Gemini,challenge,2,,,,,,Claude,True,False,,0.5
Gemini,challenge,2,,,,,,Claude,True,False,,0.5
Gemini,play,2,A,A,"K,Q,A,Q",False,诚实,,,,,0.5
Gemini,play,2,Q,Q,"Joker,K,Q,A",False,诚实,,,,,0.5
Gemini,play,2,Q,Joker,"K,Q,A",False,诚实,,,,,0.6
Gemini,play,2,Q,Q,"K,A,K,Q",False,诚实,,,,,0.8
Gemini,challenge,3,,,,,,Claude,False,,,0.5
Gemini,challenge,3,,,,,,Claude,True,True,,0.5
Gemini,challenge,3,,,,,,Claude,False,,,0.5
Gemini,challenge,3,,,,,,ChatGPT,True,False,,0.5
Gemini,play,3,Q,"Q,Q","A,Joker,Q",False,诚实,,,,,0.5
Gemini,play,3,A,A,"K,A,K,K",False,诚实,,,,,0.5
Gemini,play,3,K,"K,K","A,Q,Joker",False,诚实,,,,,0.5
