player_name,decision_type,round_id,target_card,played_cards,remaining_cards,is_bluffing,bluff_type,challenged_player,was_challenged,challenge_success,observed_player,confidence
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.3
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.6
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.5
DeepSeek,challenge,1,,,,,,Gemini,True,False,,0.8
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.5
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.6
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.8
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.6
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,True,True,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
Claude,challenge,1,,,,,,ChatGPT,True,False,,0.6
Claude,challenge,1,,,,,,ChatGPT,False,,,0.8
Claude,challenge,1,,,,,,ChatGPT,False,,,0.5
Claude,challenge,1,,,,,,ChatGPT,False,,,0.5
Claude,challenge,1,,,,,,ChatGPT,False,,,0.5
Claude,challenge,1,,,,,,ChatGPT,False,,,0.5
Claude,challenge,1,,,,,,ChatGPT,False,,,0.5
Claude,challenge,1,,,,,,ChatGPT,False,,,0.5
Claude,challenge,1,,,,,,ChatGPT,False,,,0.5
Claude,challenge,1,,,,,,ChatGPT,True,False,,0.5
Claude,challenge,1,,,,,,ChatGPT,True,False,,0.5
Gemini,challenge,1,,,,,,Claude,False,,,0.5
Gemini,challenge,1,,,,,,Claude,True,True,,0.5
Gemini,challenge,1,,,,,,Claude,True,False,,0.5
Gemini,challenge,1,,,,,,Claude,False,,,0.5
Gemini,challenge,1,,,,,,Claude,False,,,0.5
Gemini,challenge,1,,,,,,Claude,False,,,0.6
Gemini,challenge,1,,,,,,Claude,False,,,0.5
Gemini,challenge,1,,,,,,Claude,False,,,0.5
DeepSeek,play,1,Q,"Q,Q","K,K,K",False,诚实,,,,,0.3
DeepSeek,play,1,Q,Q,"Joker,K,K,K",False,诚实,,,,,0.6
DeepSeek,play,1,K,K,"A,Q,K,A",False,诚实,,,,,0.8
DeepSeek,play,1,K,"K,Joker","A,Q,Q",False,诚实,,,,,0.8
DeepSeek,play,1,A,"A,A","Joker,K,A",False,诚实,,,,,0.6
DeepSeek,play,1,Q,Q,"K,K,K,K",False,诚实,,,,,0.3
DeepSeek,play,1,Q,"K,K","K,K",True,纯虚张,,,,,0.3
