player_name,decision_type,round_id,target_card,played_cards,remaining_cards,is_bluffing,bluff_type,challenged_player,was_challenged,challenge_success,observed_player,confidence
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.3
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.6
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.6
Claude,challenge,1,,,,,,ChatGPT,True,False,,0.6
Claude,challenge,1,,,,,,ChatGPT,False,,,0.8
Claude,challenge,1,,,,,,ChatGPT,False,,,0.5
Claude,challenge,1,,,,,,ChatGPT,False,,,0.5
Gemini,challenge,1,,,,,,Claude,False,,,0.5
Gemini,challenge,1,,,,,,Claude,True,True,,0.5
Gemini,challenge,1,,,,,,Claude,True,False,,0.5
DeepSeek,play,1,Q,"Q,Q","K,K,K",False,诚实,,,,,0.3
DeepSeek,play,1,Q,Q,"Joker,K,K,K",False,诚实,,,,,0.6
DeepSeek,play,1,K,K,"A,Q,K,A",False,诚实,,,,,0.8
ChatGPT,play,1,Q,"Q,Q,Joker","A,K",False,诚实,,,,,0.5
ChatGPT,play,1,Q,Q,"A,Q,A,K",False,诚实,,,,,0.5
ChatGPT,play,1,Q,Q,"A,A,K",False,诚实,,,,,0.5
ChatGPT,play,1,K,K,"Joker,Joker,K,A",False,诚实,,,,,0.5
Claude,play,1,Q,Q,"A,A,K,A",False,诚实,,,,,0.5
Claude,play,1,Q,A,"A,K,A",True,纯虚张,,,,,0.5
Claude,play,1,K,K,"A,Q,A,Q",False,诚实,,,,,0.6
Gemini,play,1,Q,Q,"K,A,Joker,Q",False,诚实,,,,,0.5
Gemini,play,1,K,K,"Q,A,Q,Q",False,诚实,,,,,0.5
DeepSeek,challenge,2,,,,,,Gemini,False,,,0.3
DeepSeek,challenge,2,,,,,,Claude,False,,,0.5
ChatGPT,challenge,2,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,2,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,2,,,,,,DeepSeek,True,True,,0.8
Claude,challenge,2,,,,,,ChatGPT,False,,,0.3
Claude,challenge,2,,,,,,ChatGPT,False,,,0.8
Gemini,challenge,2,,,,,,Claude,False,,,0.8
Gemini,challenge,2,,,,,,Claude,True,False,,0.8
Gemini,challenge,2,,,,,,Claude,True,False,,0.5
DeepSeek,play,2,A,A,"K,Q,Joker,K",False,诚实,,,,,0.3
DeepSeek,play,2,Q,Q,"A,A,A,K",False,诚实,,,,,0.3
DeepSeek,play,2,Q,A,"A,A,K",True,纯虚张,,,,,0.3
ChatGPT,play,2,A,A,"K,Q,K,K",False,诚实,,,,,0.5
