player_name,decision_type,round_id,target_card,played_cards,remaining_cards,is_bluffing,bluff_type,challenged_player,was_challenged,challenge_success,observed_player,confidence
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.6
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,True,True,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.6
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.6
ChatGPT,challenge,1,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.6
ChatGPT,challenge,1,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,True,False,,0.6
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,1,,,,,,DeepSeek,False,,,0.5
ChatGPT,play,1,Q,"Q,Q,Joker","A,K",False,诚实,,,,,0.5
ChatGPT,play,1,Q,Q,"A,Q,A,K",False,诚实,,,,,0.5
ChatGPT,play,1,Q,Q,"A,A,K",False,诚实,,,,,0.5
ChatGPT,play,1,K,K,"Joker,Joker,K,A",False,诚实,,,,,0.5
ChatGPT,play,1,K,K,"Q,Q,Q,A",False,诚实,,,,,0.5
ChatGPT,play,1,K,Q,"Q,Q,A",True,纯虚张,,,,,0.5
ChatGPT,play,1,A,A,"Q,K,Q,K",False,诚实,,,,,0.5
ChatGPT,play,1,Q,Q,"A,K,K,Joker",False,诚实,,,,,0.3
ChatGPT,play,1,Q,"Q,Joker","K,Q,A",False,诚实,,,,,0.5
ChatGPT,play,1,Q,Q,"K,A",False,诚实,,,,,0.5
ChatGPT,play,1,A,"A,A","Joker,K,K",False,诚实,,,,,0.5
ChatGPT,play,1,A,A,"A,A,Joker,Q",False,诚实,,,,,0.5
ChatGPT,play,1,A,A,"K,K,A,Joker",False,诚实,,,,,0.5
ChatGPT,play,1,A,A,"K,K,Joker",False,诚实,,,,,0.5
ChatGPT,play,1,K,"K,K","Q,A,Q",False,诚实,,,,,0.5
ChatGPT,play,1,K,K,"Q,A,A,Q",False,诚实,,,,,0.5
ChatGPT,play,1,A,"A,A","Joker,Joker,Q",False,诚实,,,,,0.8
ChatGPT,play,1,Q,Joker,"A,A,A,K",False,诚实,,,,,0.5
ChatGPT,play,1,Q,Q,"K,A,Q,A",False,诚实,,,,,0.5
ChatGPT,play,1,A,Joker,"K,Q,Q,Q",False,诚实,,,,,0.5
ChatGPT,play,1,A,"A,A","Q,K,K",False,诚实,,,,,0.5
ChatGPT,play,1,Q,"Q,Q","K,A,A",False,诚实,,,,,0.5
ChatGPT,play,1,K,K,"Joker,A,A,K",False,诚实,,,,,0.5
ChatGPT,play,1,K,K,"Joker,A,A",False,诚实,,,,,0.5
ChatGPT,play,1,K,K,"A,Q,Q,A",False,诚实,,,,,0.5
ChatGPT,play,1,Q,Q,"K,K,K,A",False,诚实,,,,,0.5
ChatGPT,play,1,Q,Joker,"A,A,K,A",False,诚实,,,,,0.8
ChatGPT,challenge,2,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,2,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,2,,,,,,DeepSeek,True,True,,0.8
ChatGPT,challenge,2,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,2,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,2,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,2,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,2,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,2,,,,,,DeepSeek,False,,,0.6
ChatGPT,challenge,2,,,,,,DeepSeek,True,False,,0.6
ChatGPT,challenge,2,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,2,,,,,,DeepSeek,False,,,0.6
ChatGPT,play,2,A,A,"K,Q,K,K",False,诚实,,,,,0.5
ChatGPT,play,2,Q,Q,"K,K,A,K",False,诚实,,,,,0.5
ChatGPT,play,2,K,"Joker,K,K","A,A",False,诚实,,,,,0.5
ChatGPT,play,2,Q,"Q,Joker","K,A,K",False,诚实,,,,,0.5
ChatGPT,play,2,Q,Joker,"A,A,K,K",False,诚实,,,,,0.5
ChatGPT,play,2,Q,"Q,Q","A,K,Q",False,诚实,,,,,0.8
ChatGPT,play,2,Q,Joker,"K,A,A,A",False,诚实,,,,,0.5
ChatGPT,play,2,Q,Q,"A,K,A,K",False,诚实,,,,,0.5
ChatGPT,play,2,K,"K,K","A,Q,Joker",False,诚实,,,,,0.5
ChatGPT,play,2,Q,Joker,"K,K,K,K",False,诚实,,,,,0.5
ChatGPT,play,2,K,Joker,"A,A,A,A",False,诚实,,,,,0.5
ChatGPT,play,2,Q,Q,"K,A,K,A",False,诚实,,,,,0.5
ChatGPT,play,2,Q,"Q,Q","K,A,K",False,诚实,,,,,0.5
ChatGPT,play,2,Q,"Q,Joker","A,A,K",False,诚实,,,,,0.5
ChatGPT,challenge,3,,,,,,DeepSeek,True,False,,0.3
ChatGPT,challenge,3,,,,,,DeepSeek,True,True,,0.6
ChatGPT,challenge,3,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,3,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,3,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,3,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,3,,,,,,DeepSeek,True,True,,0.5
ChatGPT,challenge,3,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,3,,,,,,DeepSeek,True,False,,0.6
ChatGPT,challenge,3,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,3,,,,,,DeepSeek,True,True,,0.6
ChatGPT,challenge,3,,,,,,DeepSeek,True,False,,0.6
ChatGPT,challenge,3,,,,,,DeepSeek,False,,,0.6
ChatGPT,challenge,3,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,3,,,,,,DeepSeek,False,,,0.6
ChatGPT,challenge,3,,,,,,DeepSeek,False,,,0.6
ChatGPT,play,3,K,Joker,"Q,A,A,Q",False,诚实,,,,,0.5
ChatGPT,play,3,A,A,"Q,Q,K,Q",False,诚实,,,,,0.5
ChatGPT,play,3,K,K,"A,Q,Q,A",False,诚实,,,,,0.8
ChatGPT,play,3,K,"K,K","A,Q,A",False,诚实,,,,,0.8
ChatGPT,play,3,K,"K,Joker","Q,Q,A",False,诚实,,,,,0.5
ChatGPT,play,3,K,A,"Q,Q,A,A",True,纯虚张,,,,,0.5
ChatGPT,play,3,K,"Q,A","Q,A",True,纯虚张,,,,,0.5
ChatGPT,challenge,4,,,,,,DeepSeek,True,True,,0.6
ChatGPT,challenge,4,,,,,,DeepSeek,False,,,0.8
ChatGPT,challenge,4,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,4,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,4,,,,,,DeepSeek,True,True,,0.5
ChatGPT,challenge,4,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,4,,,,,,DeepSeek,False,,,0.6
ChatGPT,challenge,4,,,,,,DeepSeek,True,False,,0.6
ChatGPT,challenge,4,,,,,,DeepSeek,True,False,,0.6
ChatGPT,challenge,4,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,4,,,,,,DeepSeek,True,True,,0.5
ChatGPT,challenge,4,,,,,,DeepSeek,True,False,,0.8
ChatGPT,challenge,4,,,,,,DeepSeek,False,,,0.6
ChatGPT,play,4,Q,"Q,Q","A,A,A",False,诚实,,,,,0.5
ChatGPT,play,4,A,A,"Q,Q,Q,K",False,诚实,,,,,0.5
ChatGPT,play,4,A,Joker,"Q,K,K,Q",False,诚实,,,,,0.5
ChatGPT,play,4,K,A,"A,Q,A,A",True,纯虚张,,,,,0.5
ChatGPT,play,4,Q,"Q,Joker","A,K,K",False,诚实,,,,,0.5
ChatGPT,play,4,A,A,"K,Q,K,A",False,诚实,,,,,0.5
ChatGPT,play,4,K,"K,Joker","A,A,Q",False,诚实,,,,,0.5
ChatGPT,play,4,Q,"Q,Joker","A,K,K",False,诚实,,,,,0.8
ChatGPT,play,4,A,"A,Joker","Q,K,Q",False,诚实,,,,,0.5
ChatGPT,play,4,Q,Q,"K,A,Q,A",False,诚实,,,,,0.5
ChatGPT,play,4,A,"A,Joker","K,K,Q",False,诚实,,,,,0.5
ChatGPT,play,4,A,"A,A","Joker,K,Q",False,诚实,,,,,0.5
ChatGPT,play,4,K,"K,Joker","Q,Q,A",False,诚实,,,,,0.5
ChatGPT,play,4,Q,"Q,Joker","A,A,A",False,诚实,,,,,0.5
ChatGPT,play,4,Q,"A,A",A,True,纯虚张,,,,,0.5
ChatGPT,challenge,5,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,5,,,,,,Claude,False,,,0.5
ChatGPT,challenge,5,,,,,,Claude,True,True,,0.5
ChatGPT,challenge,5,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,5,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,5,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,5,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,5,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,5,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,5,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,5,,,,,,Claude,True,False,,0.6
ChatGPT,challenge,5,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,5,,,,,,Gemini,True,False,,0.5
ChatGPT,play,5,Q,Q,"A,A,K,Q",False,诚实,,,,,0.5
ChatGPT,play,5,Q,Q,"A,A,K",False,诚实,,,,,0.5
ChatGPT,play,5,K,"K,K","A,Q,A",False,诚实,,,,,0.5
ChatGPT,play,5,K,K,"A,Q,K,K",False,诚实,,,,,0.5
ChatGPT,play,5,K,"K,K","A,Q,Q",False,诚实,,,,,0.5
ChatGPT,play,5,K,"K,K","A,A,K",False,诚实,,,,,0.5
ChatGPT,play,5,A,A,"K,K,Q,Q",False,诚实,,,,,0.8
ChatGPT,play,5,K,"K,K","A,Joker,Q",False,诚实,,,,,0.5
ChatGPT,play,5,A,Joker,"Q,Q,Q,K",False,诚实,,,,,0.8
ChatGPT,play,5,Q,"Q,Q,Q","Joker,A",False,诚实,,,,,0.5
ChatGPT,challenge,6,,,,,,Claude,True,False,,0.6
ChatGPT,challenge,6,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,6,,,,,,Gemini,True,False,,0.5
ChatGPT,challenge,6,,,,,,DeepSeek,False,,,0.6
ChatGPT,challenge,6,,,,,,DeepSeek,True,False,,0.6
ChatGPT,challenge,6,,,,,,DeepSeek,True,True,,0.5
ChatGPT,challenge,6,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,6,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,6,,,,,,Gemini,True,False,,0.6
ChatGPT,challenge,6,,,,,,DeepSeek,False,,,0.6
ChatGPT,play,6,A,"A,Joker","Q,K,K",False,诚实,,,,,0.5
ChatGPT,play,6,Q,"Q,Joker","K,Q,A",False,诚实,,,,,0.5
ChatGPT,play,6,K,K,"Q,A,Q,A",False,诚实,,,,,0.5
ChatGPT,play,6,K,Q,"A,Q,A",True,纯虚张,,,,,0.5
ChatGPT,play,6,Q,"Q,Q","A,K,Q",False,诚实,,,,,0.5
ChatGPT,play,6,Q,Joker,"K,A,K,K",False,诚实,,,,,0.5
ChatGPT,play,6,Q,Q,"A,K,A,K",False,诚实,,,,,0.5
ChatGPT,play,6,K,"Joker,K","A,A,Q",False,诚实,,,,,0.8
ChatGPT,play,6,Q,"Q,Q","A,K,A",False,诚实,,,,,0.5
ChatGPT,play,6,A,"A,A","Q,K,Q",False,诚实,,,,,0.5
ChatGPT,play,6,A,A,"K,Q,Q,Q",False,诚实,,,,,0.5
ChatGPT,play,6,K,"K,K","A,A,Q",False,诚实,,,,,0.5
ChatGPT,challenge,7,,,,,,Claude,True,False,,0.5
ChatGPT,challenge,7,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,7,,,,,,DeepSeek,False,,,0.6
ChatGPT,challenge,7,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,7,,,,,,DeepSeek,True,False,,0.3
ChatGPT,challenge,7,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,7,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,7,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,7,,,,,,DeepSeek,True,False,,0.5
ChatGPT,challenge,7,,,,,,Claude,True,False,,0.5
ChatGPT,challenge,7,,,,,,DeepSeek,False,,,0.5
ChatGPT,challenge,7,,,,,,DeepSeek,False,,,0.5
ChatGPT,play,7,K,"K,Joker","Q,A,K",False,诚实,,,,,0.8
ChatGPT,play,7,K,Joker,"A,Q,A,A",False,诚实,,,,,0.5
ChatGPT,play,7,Q,"Q,Joker","K,K,A",False,诚实,,,,,0.5
ChatGPT,play,7,A,"Joker,A","Q,Q,K",False,诚实,,,,,0.5
ChatGPT,play,7,Q,"Q,Joker,Joker","K,A",False,诚实,,,,,0.5
ChatGPT,play,7,A,"A,A,A","K,Q",False,诚实,,,,,0.8
