player_name,decision_type,round_id,target_card,played_cards,remaining_cards,is_bluffing,bluff_type,challenged_player,was_challenged,challenge_success,observed_player,confidence
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.3
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.6
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.5
DeepSeek,challenge,1,,,,,,Gemini,True,False,,0.8
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.5
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.6
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.8
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.3
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.6
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.8
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.6
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.8
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.3
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.3
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.8
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.3
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.6
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.8
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.3
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.6
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.3
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.6
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.3
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.6
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.6
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.5
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.5
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.3
DeepSeek,challenge,1,,,,,,Gemini,True,False,,0.6
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.6
DeepSeek,challenge,1,,,,,,Gemini,True,False,,0.3
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.6
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.6
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.5
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.3
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.8
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.6
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.3
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.6
DeepSeek,challenge,1,,,,,,Gemini,True,True,,0.6
DeepSeek,challenge,1,,,,,,Gemini,False,,,0.8
DeepSeek,challenge,1,,,,,,Gemini,True,False,,0.8
